Instance name,Subramanyam and Gounaris (2018),Root time (sec.),Total time (sec.),# BC nodes,Root LB,Root UB,root-Gap,Best Bound,Best Integer,Status,res-Gap,Best known
swiss42_p5_f50_lH,5115,0.16,984.94,290484,4999.0,5115,2.3,5115.0,5115,1,,0
swiss42_p5_f50_lL,5115,0.19,402.07,148779,4999.0,5115,2.3,5115.0,5115,1,,0
swiss42_p5_f50_lM,5115,0.14,899.98,260178,4999.0,5115,2.3,5115.0,5115,1,,0
swiss42_p5_f70_lH,5440,0.34,2.76,920,5379.0,5440,1.1,5440.0,5440,1,,0
swiss42_p5_f70_lL,5440,0.28,12.98,6105,5379.0,5440,1.1,5440.0,5440,1,,0
swiss42_p5_f70_lM,5440,0.27,9.08,4131,5379.0,5440,1.1,5440.0,5440,1,,0
swiss42_p5_f90_lH,6007,0.48,1.35,297,5986.0,6007,0.4,6007.0,6007,1,,0
swiss42_p5_f90_lL,6007,0.70,1.93,255,5980.3,6007,0.4,6007.0,6007,1,,0
swiss42_p5_f90_lM,6007,0.52,1.21,135,5980.3,6007,0.4,6007.0,6007,1,,0
p43_p3_f50_lH,16733,0.98,7137.26,371234,16707.9,16735,0.2,16725.9,16733,0,0.04,0
p43_p3_f50_lL,16733,1.63,5012.58,301405,16707.9,16735,0.2,16722.5,16733,0,0.06,0
p43_p3_f50_lM,16733,0.61,7152.22,418572,16707.8,16735,0.2,16725.5,16733,0,0.04,0
p43_p3_f70_lH,16830,0.31,73.03,32535,16814.6,16830,0.1,16828.3,16830,1,,0
p43_p3_f70_lL,16830,0.31,5400.31,598807,16814.6,16830,0.1,16828.3,16830,1,,0
p43_p3_f70_lM,16830,0.31,41.64,14072,16814.6,16830,0.1,16828.3,16830,1,,0
p43_p3_f90_lH,16848,0.46,3.64,1680,16832.8,16848,0.1,16846.3,16848,1,,0
p43_p3_f90_lL,16848,0.46,3.32,1115,16832.8,16848,0.1,16846.3,16848,1,,0
p43_p3_f90_lM,16848,0.46,2.60,1067,16832.8,16848,0.1,16846.3,16848,1,,0
p43_p5_f50_lH,27800,0.45,7154.78,259608,27772.9,27810,0.1,27794.3,27807,0,0.05,0
p43_p5_f50_lL,27800,0.40,6226.77,226575,27772.9,27810,0.1,27793.0,27808,0,0.05,0
p43_p5_f50_lM,27800,0.43,6908.05,237059,27772.9,27810,0.1,27793.7,27807,0,0.05,0
p43_p5_f70_lH,27959,0.34,7188.28,360708,27934.8,27959,0.1,27953.1,27959,0,0.02,0
p43_p5_f70_lL,27959,0.45,6521.80,307326,27934.8,27959,0.1,27949.1,27959,0,0.04,0
p43_p5_f70_lM,27959,0.34,7195.24,328780,27934.8,27959,0.1,27954.2,27959,0,0.02,0
p43_p5_f90_lH,28082,0.36,147.44,45614,28054.2,28082,0.1,28079.2,28082,1,,0
p43_p5_f90_lL,28082,0.36,113.27,36376,28054.2,28082,0.1,28079.2,28082,1,,0
p43_p5_f90_lM,28082,0.36,93.72,27759,28054.2,28082,0.1,28079.2,28082,1,,0
ftv44_p3_f50_lH,3649,0.22,91.16,44769,3563.7,3694,3.7,3649.0,3649,1,,0
ftv44_p3_f50_lL,3656,0.24,64.72,32480,3561.2,3759,5.6,3656.0,3656,1,,0
ftv44_p3_f50_lM,3651,0.23,89.61,35748,3561.2,3759,5.6,3651.0,3651,1,,0
ftv44_p3_f70_lH,4440,0.50,85.10,27986,4377.1,4451,1.7,4440.0,4440,1,,0
ftv44_p3_f70_lL,4448,0.38,113.34,40556,4375.3,4451,1.7,4448.0,4448,1,,0
ftv44_p3_f70_lM,4444,0.43,174.44,59148,4377.3,4451,1.7,4444.0,4444,1,,0
ftv44_p3_f90_lH,4431,0.59,12.90,3567,4365.8,4483,2.7,4431.0,4431,1,,0
ftv44_p3_f90_lL,4469,0.47,148.43,41148,4362.9,4503,3.2,4469.0,4469,1,,0
ftv44_p3_f90_lM,4468,0.59,197.22,41761,4369.6,4483,2.6,4468.0,4468,1,,0
ftv44_p5_f50_lH,6229,0.39,7180.80,682240,6070.3,6266,3.2,6205.7,6258,0,0.84,0
ftv44_p5_f50_lL,6229,0.48,7182.48,660131,6074.9,6266,3.1,6221.4,6266,0,0.72,0
ftv44_p5_f50_lM,6229,0.46,7186.94,847672,6068.3,6266,3.3,6217.9,6229,0,0.18,0
ftv44_p5_f70_lH,7391,0.36,7169.86,202080,7221.8,7502,3.9,7332.0,7496,0,2.24,0
ftv44_p5_f70_lL,7456,0.34,7181.81,228411,7221.8,7502,3.9,7358.6,7502,0,1.95,0
ftv44_p5_f70_lM,7409,0.37,7179.54,226441,7221.8,7502,3.9,7338.8,7499,0,2.18,0
ftv44_p5_f90_lH,7361,0.41,7157.83,179396,7200.1,7431,3.2,7317.3,7431,0,1.55,0
ftv44_p5_f90_lL,7559,0.56,7187.53,301346,7208.1,7414,2.9,7343.0,7414,0,0.97,1
ftv44_p5_f90_lM,7403,0.39,7180.18,247718,7206.6,7431,3.1,7333.5,7431,0,1.33,0
ftv47_p3_f50_lH,4082,0.37,0.83,185,4053.5,4090,0.9,4082.0,4082,1,,0
ftv47_p3_f50_lL,4090,0.36,0.66,149,4053.6,4090,0.9,4090.0,4090,1,,0
ftv47_p3_f50_lM,4090,0.36,0.69,159,4053.6,4090,0.9,4090.0,4090,1,,0
ftv47_p3_f70_lH,4648,0.50,6139.26,282051,4495.6,4768,6.1,4648.0,4648,1,,0
ftv47_p3_f70_lL,4663,0.58,921.29,102034,4508.6,4768,5.8,4663.0,4663,1,,0
ftv47_p3_f70_lM,4648,0.51,775.76,62388,4497.3,4768,6.0,4648.0,4648,1,,0
ftv47_p3_f90_lH,4906,0.45,23.61,2400,4870.7,4918,1.0,4906.0,4906,1,,0
ftv47_p3_f90_lL,4906,0.45,8.57,841,4870.7,4918,1.0,4906.0,4906,1,,0
ftv47_p3_f90_lM,4906,0.45,14.35,1868,4870.7,4918,1.0,4906.0,4906,1,,0
ftv47_p5_f50_lH,6854,0.39,31.19,7845,6780.2,6876,1.4,6854.0,6854,1,,0
ftv47_p5_f50_lL,6876,0.32,33.76,13885,6784.0,6876,1.4,6876.0,6876,1,,0
ftv47_p5_f50_lM,6865,0.46,24.61,7960,6788.6,6876,1.3,6865.0,6865,1,,0
ftv47_p5_f70_lH,7812,0.46,7168.82,178049,7580.7,7912,4.4,7723.9,7897,0,2.24,0
ftv47_p5_f70_lL,7829,0.46,7187.94,256800,7585.9,7924,4.5,7760.3,7924,0,2.11,0
ftv47_p5_f70_lM,7827,0.48,7185.20,261535,7592.0,7912,4.2,7748.0,7896,0,1.91,0
ftv47_p5_f90_lH,8226,0.47,7152.64,158539,8049.0,8248,2.5,8164.9,8248,0,1.02,0
ftv47_p5_f90_lL,8226,0.49,7185.68,250392,8056.6,8248,2.4,8200.1,8248,0,0.58,0
ftv47_p5_f90_lM,8226,0.54,7170.05,166509,8051.4,8248,2.4,8177.5,8248,0,0.86,0
att48_p3_f50_lH,24942,0.16,0.75,261,24812.0,25040,0.9,24939.8,24942,1,,0
att48_p3_f50_lL,24954,0.13,0.71,168,24818.0,25229,1.7,24951.8,24954,1,,0
att48_p3_f50_lM,24942,0.12,0.38,114,24807.5,25040,0.9,24942.0,24942,1,,0
att48_p3_f70_lH,26089,0.26,5.29,2876,25859.5,26219,1.4,26086.4,26089,1,,0
att48_p3_f70_lL,26405,0.28,136.06,55569,25885.0,26486,2.3,26402.4,26405,1,,0
att48_p3_f70_lM,26314,0.26,520.71,143497,25883.0,26486,2.3,26314.0,26314,1,,0
att48_p3_f90_lH,29929,0.43,166.46,34405,29627.0,30058,1.5,29926.0,29929,1,,0
att48_p3_f90_lL,29992,0.30,18.73,5266,29627.0,30058,1.5,29989.1,29992,1,,0
att48_p3_f90_lM,29992,0.26,97.74,26507,29613.5,30058,1.5,29989.0,29992,1,,0
att48_p5_f50_lH,40047,0.32,2.80,1442,39817.5,40051,0.6,40043.0,40047,1,,0
att48_p5_f50_lL,40181,0.18,17.56,9119,39819.0,40361,1.4,40181.0,40181,1,,0
att48_p5_f50_lM,40047,0.24,1.17,468,39814.5,40073,0.6,40043.0,40047,1,,0
att48_p5_f70_lH,44198,0.48,5.27,1335,43988.0,44328,0.8,44194.0,44198,1,,0
att48_p5_f70_lL,45095,0.42,7194.73,529261,43994.0,45130,2.6,44952.2,44973,0,0.05,1
att48_p5_f70_lM,44517,0.63,181.73,34204,43994.0,44850,1.9,44512.6,44517,1,,0
att48_p5_f90_lH,50305,1.12,340.43,31228,49912.2,50493,1.2,50300.0,50305,1,,0
att48_p5_f90_lL,50348,0.48,933.04,84538,49912.2,50493,1.2,50348.0,50348,1,,0
att48_p5_f90_lM,50348,0.45,7190.73,413023,49912.2,50493,1.2,50251.0,50493,0,0.48,0
gr48_p3_f50_lH,11846,0.12,0.65,374,11759.0,11876,1.0,11844.9,11846,1,,0
gr48_p3_f50_lL,11880,0.12,3.18,3276,11759.0,11880,1.0,11879.0,11880,1,,0
gr48_p3_f50_lM,11876,0.13,1.12,1076,11759.0,11876,1.0,11875.0,11876,1,,0
gr48_p3_f70_lH,11940,0.00,0.08,0,11940.0,11940,0.0,11940.0,11940,1,,0
gr48_p3_f70_lL,12017,0.11,0.32,95,11940.0,12017,0.6,12017.0,12017,1,,0
gr48_p3_f70_lM,12017,0.13,0.75,296,11940.0,12017,0.6,12016.0,12017,1,,0
gr48_p3_f90_lH,14325,0.27,89.99,29844,14185.6,14365,1.3,14323.6,14325,1,,0
gr48_p3_f90_lL,14398,0.24,7190.82,719961,14131.0,14437,2.2,14329.2,14437,0,0.75,0
gr48_p3_f90_lM,14325,0.24,427.84,108766,14131.0,14437,2.2,14323.6,14325,1,,0
gr48_p5_f50_lH,19216,0.21,1.16,620,19109.0,19230,0.6,19214.4,19216,1,,0
gr48_p5_f50_lL,19230,0.22,1.32,673,19109.0,19230,0.6,19228.5,19230,1,,0
gr48_p5_f50_lM,19230,0.18,0.63,237,19109.0,19230,0.6,19228.3,19230,1,,0
gr48_p5_f70_lH,20451,0.61,12.17,3430,20329.0,20528,1.0,20449.0,20451,1,,0
gr48_p5_f70_lL,20561,0.28,226.19,45015,20329.0,20741,2.0,20558.9,20561,1,,0
gr48_p5_f70_lM,20528,0.44,324.72,99278,20328.5,20528,1.0,20526.0,20528,1,,0
gr48_p5_f90_lH,24027,0.62,7187.74,373913,23837.8,24225,1.6,23976.7,24061,0,0.35,0
gr48_p5_f90_lL,24173,0.64,7188.05,335004,23836.8,24225,1.6,24033.7,24225,0,0.80,0
gr48_p5_f90_lM,24052,0.68,7189.78,456411,23839.8,24225,1.6,23995.4,24068,0,0.30,0
hk48_p3_f50_lH,25876,0.05,0.98,772,25767.0,26144,1.5,25873.4,25876,1,,0
hk48_p3_f50_lL,26026,0.03,7.84,6026,25767.0,26451,2.7,26023.4,26026,1,,0
hk48_p3_f50_lM,25876,0.03,1.37,873,25767.0,26144,1.5,25873.5,25876,1,,0
hk48_p3_f70_lH,29522,0.17,24.55,9466,29151.0,29811,2.3,29519.1,29522,1,,0
hk48_p3_f70_lL,29927,0.13,7186.32,627572,29151.5,30016,3.0,29776.6,29927,0,0.51,0
hk48_p3_f70_lM,29522,0.18,71.22,23079,29151.5,29811,2.3,29519.1,29522,1,,0
hk48_p3_f90_lH,32931,0.33,9.96,3047,32818.0,32986,0.5,32931.0,32931,1,,0
hk48_p3_f90_lL,32940,0.25,12.35,3618,32818.0,32986,0.5,32936.7,32940,1,,0
hk48_p3_f90_lM,32940,0.59,7.32,1773,32818.0,32986,0.5,32936.7,32940,1,,0
hk48_p5_f50_lH,42266,0.29,0.67,145,42157.0,42691,1.3,42262.5,42266,1,,0
hk48_p5_f50_lL,42751,0.22,27.92,13995,42157.0,43019,2.0,42746.7,42751,1,,0
hk48_p5_f50_lM,42266,0.23,0.81,140,42157.0,42721,1.3,42262.2,42266,1,,0
hk48_p5_f70_lH,48862,0.48,7183.47,415866,48223.5,49219,2.1,48807.1,48900,0,0.19,0
hk48_p5_f70_lL,49371,0.57,7188.00,422761,48223.5,49497,2.6,49137.6,49497,0,0.73,0
hk48_p5_f70_lM,48914,0.53,7187.42,334312,48223.0,49219,2.1,48897.5,49219,0,0.66,0
hk48_p5_f90_lH,54270,0.44,203.49,19908,53998.5,54497,0.9,54264.6,54270,1,,0
hk48_p5_f90_lL,54287,0.47,624.90,61002,54037.5,54497,0.9,54285.5,54287,1,,0
hk48_p5_f90_lM,54276,0.55,234.91,37856,54032.0,54497,0.9,54270.6,54276,1,,0
ry48p_p3_f50_lH,28551,0.28,1.21,532,28272.0,28633,1.3,28548.2,28551,1,,0
ry48p_p3_f50_lL,28551,0.19,1.05,398,28254.0,28674,1.5,28548.2,28551,1,,0
ry48p_p3_f50_lM,28551,0.20,0.77,305,28243.1,28633,1.4,28548.3,28551,1,,0
ry48p_p3_f70_lH,36859,0.42,1.79,344,36638.9,37007,1.0,36855.6,36859,1,,0
ry48p_p3_f70_lL,37102,0.49,38.68,11575,36657.6,37215,1.5,37100.9,37102,1,,0
ry48p_p3_f70_lM,36913,0.53,4.07,846,36628.4,37215,1.6,36909.4,36913,1,,0
ry48p_p3_f90_lH,41729,0.33,2.74,482,41546.9,41805,0.6,41729.0,41729,1,,0
ry48p_p3_f90_lL,41737,0.32,3.84,588,41546.9,41805,0.6,41737.0,41737,1,,0
ry48p_p3_f90_lM,41729,0.32,5.11,819,41546.9,41805,0.6,41729.0,41729,1,,0
ry48p_p5_f50_lH,47946,0.39,3.03,1124,47501.6,47946,0.9,47941.2,47946,1,,0
ry48p_p5_f50_lL,48188,0.45,14.13,4134,47542.6,48476,2.0,48185.8,48188,1,,0
ry48p_p5_f50_lM,48165,0.42,24.60,9357,47517.3,48296,1.6,48160.2,48165,1,,0
ry48p_p5_f70_lH,61279,0.46,103.04,17439,60697.9,62256,2.6,61272.9,61279,1,,0
ry48p_p5_f70_lL,61636,0.44,7193.42,505541,60722.6,62256,2.5,61557.0,61958,0,0.65,0
ry48p_p5_f70_lM,61375,0.49,249.47,30912,60719.6,62256,2.5,61368.9,61375,1,,0
ry48p_p5_f90_lH,68810,0.47,103.62,18877,68404.1,68873,0.7,68803.1,68810,1,,0
ry48p_p5_f90_lL,68826,0.55,74.27,10123,68444.5,68873,0.6,68826.0,68826,1,,0
ry48p_p5_f90_lM,68810,0.48,47.60,8006,68404.1,68873,0.7,68805.0,68810,1,,0
eil51_p3_f50_lH,860,0.33,4.66,961,856.0,879,2.7,860.0,860,1,,0
eil51_p3_f50_lL,869,0.26,140.34,64636,855.3,885,3.5,869.0,869,1,,0
eil51_p3_f50_lM,865,0.32,17.28,10241,856.0,879,2.7,865.0,865,1,,0
eil51_p3_f70_lH,1008,0.31,234.28,65745,986.5,1014,2.8,1008.0,1008,1,,0
eil51_p3_f70_lL,1012,0.30,1116.56,227529,986.5,1014,2.8,1012.0,1012,1,,0
eil51_p3_f70_lM,1012,0.31,1458.7,268532,986.5,1014,2.8,1012.0,1012,1,,0
eil51_p3_f90_lH,1212,0.39,1705.52,268715,1198.9,1216,1.4,1212.0,1212,1,,0
eil51_p3_f90_lL,1214,0.37,6887.89,567712,1198.9,1216,1.4,1214.0,1214,1,,0
eil51_p3_f90_lM,1212,0.39,804.77,131889,1198.9,1216,1.4,1212.0,1212,1,,0
eil51_p5_f50_lH,1463,0.44,301.08,58525,1451.5,1484,2.2,1463.0,1463,1,,0
eil51_p5_f50_lL,1475,0.71,7178.98,539622,1452.0,1484,2.2,1467.4,1484,0,1.13,0
eil51_p5_f50_lM,1464,0.81,457.62,82698,1452.0,1484,2.2,1464.0,1464,1,,0
eil51_p5_f70_lH,1730,0.45,7154.79,328230,1696.8,1745,2.8,1710.1,1745,0,2.04,0
eil51_p5_f70_lL,1732,1.14,7180.46,392822,1697.8,1745,2.8,1715.7,1745,0,1.71,0
eil51_p5_f70_lM,1732,0.51,7148.00,273194,1697.1,1745,2.8,1714.3,1745,0,1.79,0
eil51_p5_f90_lH,2049,0.76,7170.25,182434,2021.8,2053,1.5,2037.8,2051,0,0.65,0
eil51_p5_f90_lL,2053,0.51,7159.37,193007,2021.8,2053,1.5,2037.8,2053,0,0.74,0
eil51_p5_f90_lM,2049,0.71,7159.01,169136,2021.8,2053,1.5,2039.5,2053,0,0.66,0
berlin52_p3_f50_lH,16833,0.26,2.31,1017,16687.0,16855,1.0,16831.5,16833,1,,0
berlin52_p3_f50_lL,16833,0.22,1.18,398,16687.0,16855,1.0,16831.6,16833,1,,0
berlin52_p3_f50_lM,16833,0.25,2.68,1049,16687.0,16855,1.0,16831.3,16833,1,,0
berlin52_p3_f70_lH,19402,0,0.05,0,19402.0,19402,0.0,19402.0,19402,1,,0
berlin52_p3_f70_lL,19402,0,0.05,0,19402.0,19402,0.0,19402.0,19402,1,,0
berlin52_p3_f70_lM,19402,0,0.06,0,19402.0,19402,0.0,19402.0,19402,1,,0
berlin52_p3_f90_lH,21479,0,0.19,0,21479.0,21479,0.0,21479.0,21479,1,,0
berlin52_p3_f90_lL,21479,0,0.34,1,21479.0,21479,0.0,21479.0,21479,1,,0
berlin52_p3_f90_lM,21479,0.33,0.34,3,21474.0,21479,0.0,21479.0,21479,1,,0
berlin52_p5_f50_lH,29313,0.39,22.59,7778,29141.5,29359,0.7,29310.1,29313,1,,0
berlin52_p5_f50_lL,29352,0.36,33.93,9679,29142.5,29435,1.0,29349.1,29352,1,,0
berlin52_p5_f50_lM,29313,0.32,13.47,2103,29141.5,29359,0.7,29313.0,29313,1,,0
berlin52_p5_f70_lH,32555,0.53,45.7,9264,32287.0,32555,0.8,32551.8,32555,1,,0
berlin52_p5_f70_lL,32702,0.58,228.46,35515,32287.0,32702,1.3,32698.7,32702,1,,0
berlin52_p5_f70_lM,32555,0.44,63.25,12538,32287.0,32555,0.8,32551.7,32555,1,,0
berlin52_p5_f90_lH,37058,0.45,2.05,224,37008.0,37058,0.1,37054.3,37058,1,,0
berlin52_p5_f90_lL,37058,0.88,1.27,19,36991.5,37058,0.2,37058.0,37058,1,,0
berlin52_p5_f90_lM,37058,0.49,3.31,632,36991.5,37058,0.2,37055.0,37058,1,,0
ft53_p3_f50_lH,16812,0.51,2.26,368,16697.5,17280,3.5,16810.3,16812,1,,0
ft53_p3_f50_lL,16936,0.48,13.12,3545,16695.2,17280,3.5,16934.3,16936,1,,0
ft53_p3_f50_lM,16875,0.33,6.29,1583,16696.8,17280,3.5,16873.3,16875,1,,0
ft53_p3_f70_lH,18717,0.52,500.08,40176,18500.8,18901,2.2,18715.1,18717,1,,0
ft53_p3_f70_lL,18834,0.5,7167.29,282447,18500.3,18901,2.2,18804.5,18884,0,0.42,0
ft53_p3_f70_lM,18811,0.47,7075.61,263288,18500.8,18901,2.2,18789.1,18826,0,0.20,0
ft53_p3_f90_lH,20172,0.93,95.19,13223,19998.4,20172,0.9,20170.0,20172,1,,0
ft53_p3_f90_lL,20172,0.75,155.38,30222,20004.3,20172,0.8,20170.0,20172,1,,0
ft53_p3_f90_lM,20172,1.01,137.78,15221,19993.8,20172,0.9,20170.0,20172,1,,0
ft53_p5_f50_lH,27696,0.45,7177.74,201133,26524.9,27869,5.1,26967.0,27838,0,3.23,0
ft53_p5_f50_lL,27696,0.47,7184.41,220663,26552.1,27869,5.0,27089.1,27865,0,2.86,0
ft53_p5_f50_lM,27696,0.39,7179.09,210634,26564.0,27869,4.9,27055.6,27838,0,2.89,0
ft53_p5_f70_lH,29729,0.48,321.17,30281,29521.9,30044,1.8,29728.0,29729,1,,0
ft53_p5_f70_lL,29791,0.56,216.85,24403,29537.7,30044,1.7,29788.0,29791,1,,0
ft53_p5_f70_lM,29732,0.48,127.61,15155,29527.9,30044,1.7,29729.0,29732,1,,0
ft53_p5_f90_lH,33719,0.86,749.37,66563,33496.2,33719,0.7,33715.6,33719,1,,0
ft53_p5_f90_lL,33719,1.01,206.87,24229,33504.7,33719,0.6,33715.6,33719,1,,0
ft53_p5_f90_lM,33719,1.24,485.36,43210,33486.6,33719,0.7,33715.6,33719,1,,0
ftv55_p3_f50_lH,3879,0.66,668.3,82599,3799.2,3894,2.5,3879.0,3879,1,,0
ftv55_p3_f50_lL,3892,0.56,254.83,52306,3793.0,3947,4.1,3892.0,3892,1,,0
ftv55_p3_f50_lM,3892,0.52,1556.39,225278,3795.5,3894,2.6,3892.0,3892,1,,0
ftv55_p3_f70_lH,4223,0.39,2.27,283,4184.8,4258,1.8,4223.0,4223,1,,0
ftv55_p3_f70_lL,4223,0.31,1.51,149,4188.7,4258,1.7,4223.0,4223,1,,0
ftv55_p3_f70_lM,4223,0.41,2.73,237,4190.5,4258,1.6,4223.0,4223,1,,0
ftv55_p3_f90_lH,4619,0.86,20.28,963,4589.8,4657,1.5,4619.0,4619,1,,0
ftv55_p3_f90_lL,4657,0.93,85.15,11913,4589.9,4657,1.5,4657.0,4657,1,,0
ftv55_p3_f90_lM,4619,1.22,7.36,405,4592.3,4657,1.4,4619.0,4619,1,,0
ftv55_p5_f50_lH,5851,0.6,4.51,545,5805.1,5851,0.8,5851.0,5851,1,,0
ftv55_p5_f50_lL,5851,0.58,2.59,402,5806.7,5851,0.8,5851.0,5851,1,,0
ftv55_p5_f50_lM,5851,0.36,2.49,491,5800.1,5851,0.9,5851.0,5851,1,,0
ftv55_p5_f70_lH,7510,0.79,7090.5,88364,7116.1,7539,5.9,7202.6,7539,0,4.67,0
ftv55_p5_f70_lL,7510,0.73,7157,109752,7126.7,7595,6.6,7251.2,7595,0,4.74,0
ftv55_p5_f70_lM,7510,0.86,7114.74,87854,7116.1,7595,6.7,7227.3,7595,0,5.09,0
ftv55_p5_f90_lH,7814,0.88,7097.64,112955,7692.3,7930,3.1,7787.9,7930,0,1.82,0
ftv55_p5_f90_lL,7930,1.03,7128.8,221950,7695.4,7930,3.0,7777.9,7930,0,1.96,0
ftv55_p5_f90_lM,7814,0.83,7134.06,137215,7692.3,7930,3.1,7795.5,7930,0,1.73,0
brazil58_p3_f50_lH,60383,0.17,0.17,1,60347.0,60383,0.1,60383.0,60383,1,,0
brazil58_p3_f50_lL,60492,0.22,0.76,285,60347.0,60581,0.4,60486.0,60492,1,,0
brazil58_p3_f50_lM,60383,0.2,0.19,1,60347.0,60383,0.1,60383.0,60383,1,,0
brazil58_p3_f70_lH,70754,0.32,0.33,3,70730.0,70784,0.1,70754.0,70754,1,,0
brazil58_p3_f70_lL,70931,0.33,11.91,3964,70724.5,71050,0.5,70923.9,70931,1,,0
brazil58_p3_f70_lM,70766,0.33,0.78,46,70730.0,70951,0.3,70761.0,70766,1,,0
brazil58_p3_f90_lH,72267,0.31,0.33,5,72189.0,72300,0.2,72267.0,72267,1,,0
brazil58_p3_f90_lL,72267,0.31,0.58,48,72189.0,72300,0.2,72267.0,72267,1,,0
brazil58_p3_f90_lM,72267,0.33,0.44,9,72189.0,72298,0.2,72263.0,72267,1,,0
brazil58_p5_f50_lH,105657,0.28,0.4,20,105571.0,105664,0.1,105657.0,105657,1,,0
brazil58_p5_f50_lL,105762,0.33,0.85,184,105571.0,105762,0.2,105752.5,105762,1,,0
brazil58_p5_f50_lM,105657,0.21,0.22,12,105571.0,105762,0.2,105657.0,105657,1,,0
brazil58_p5_f70_lH,114638,0.47,0.67,45,114493.7,114638,0.1,114635.0,114638,1,,0
brazil58_p5_f70_lL,115087,1.43,7178.15,463236,114418.5,115097,0.6,115072.0,115087,0,0.01,0
brazil58_p5_f70_lM,114638,0.72,2.38,266,114475.0,114969,0.4,114627.3,114638,1,,0
brazil58_p5_f90_lH,122826,0.7,1,13,122772.0,122956,0.1,122826.0,122826,1,,0
brazil58_p5_f90_lL,122923,0.93,2.28,114,122731.5,122956,0.2,122923.0,122923,1,,0
brazil58_p5_f90_lM,122826,0.7,7.01,573,122772.0,122956,0.1,122826.0,122826,1,,0
ftv64_p3_f50_lH,4490,0.79,7174.75,395297,4196.6,4466,6.4,4332.5,4349,0,0.38,1
ftv64_p3_f50_lL,4511,0.75,7181.86,482544,4197.4,4466,6.4,4351.1,4359,0,0.18,1
ftv64_p3_f50_lM,4490,0.82,7182.02,479401,4201.9,4466,6.3,4340.1,4353,0,0.30,1
ftv64_p3_f70_lH,4968,1.4,7175.42,325062,4897.5,4986,1.8,4964.5,4968,0,0.07,0
ftv64_p3_f70_lL,4988,1.73,6726.5,345849,4897.5,4986,1.8,4977.0,4977,1,,1
ftv64_p3_f70_lM,4971,1.25,3431.86,211358,4897.5,4986,1.8,4971.0,4971,1,,0
ftv64_p3_f90_lH,5375,0.75,4.68,368,5342.1,5412,1.3,5375.0,5375,1,,0
ftv64_p3_f90_lL,5375,0.72,13.7,733,5344.3,5412,1.3,5375.0,5375,1,,0
ftv64_p3_f90_lM,5375,0.84,2.69,198,5342.3,5412,1.3,5375.0,5375,1,,0
ftv64_p5_f50_lH,7436,1.1,7057.85,139719,7218.8,7582,5.0,7338.5,7582,0,3.32,0
ftv64_p5_f50_lL,7436,0.79,7179.88,237561,7215.2,7582,5.1,7372.0,7582,0,2.85,0
ftv64_p5_f50_lM,7436,1.63,7160.56,168736,7220.6,7582,5.0,7356.9,7582,0,3.06,0
ftv64_p5_f70_lH,8408,1.88,7088.61,116015,8174.2,8425,3.1,8262.9,8425,0,1.96,0
ftv64_p5_f70_lL,8417,2.03,7175.44,172570,8177.5,8425,3.0,8290.8,8425,0,1.62,0
ftv64_p5_f70_lM,8411,1.91,7136.81,138358,8174.2,8425,3.1,8263.4,8425,0,1.96,0
ftv64_p5_f90_lH,8936,2.16,7144.5,147299,8777.9,8956,2.0,8870.2,8956,0,0.97,0
ftv64_p5_f90_lL,8936,2.68,7156.4,165259,8771.4,8956,2.1,8886.2,8956,0,0.78,0
ftv64_p5_f90_lM,8936,1.74,7135.72,142339,8785.2,8956,1.9,8877.8,8956,0,0.88,0
ft70_p3_f50_lH,69274,0.47,6553.16,128300,68914.1,74529,8.1,69185.0,73647,0,6.45,0
ft70_p3_f50_lL,70695,0.4,6696,120800,68914.2,74020,7.4,69203.7,73925,0,6.82,0
ft70_p3_f50_lM,70271,0.37,6491.01,121659,68914.2,74020,7.4,69185.5,73496,0,6.23,0
ft70_p3_f70_lH,92383,0.61,6672.8,77070,89922.7,91776,2.1,90241.0,91775,0,1.70,1
ft70_p3_f70_lL,92383,0.63,6807.74,99683,89940.5,91776,2.0,90391.1,91776,0,1.53,1
ft70_p3_f70_lM,92383,0.5,6756.39,82089,89922.7,91776,2.1,90260.4,91740,0,1.64,1
ft70_p3_f90_lH,102314,0.48,6644.29,71745,100474.5,102377,1.9,100769.2,102377,0,1.60,0
ft70_p3_f90_lL,102431,0.44,6770.81,73245,100474.5,102377,1.9,100825.3,102377,0,1.54,1
ft70_p3_f90_lM,102384,0.57,6698.69,74428,100474.5,102377,1.9,100782.0,102377,0,1.58,1
ft70_p5_f50_lH,112290,0.87,7037.59,139873,109037.4,117390,7.7,109464.0,117390,0,7.24,0
ft70_p5_f50_lL,113717,0.6,7119.21,161047,109065.0,118915,9.0,109573.5,118764,0,8.39,0
ft70_p5_f50_lM,112957,0.79,7074.28,151631,109041.3,117547,7.8,109520.4,117388,0,7.18,0
ft70_p5_f70_lH,149092,1.11,7027.26,116983,144999.9,152051,4.9,145326.5,151963,0,4.57,0
ft70_p5_f70_lL,151410,0.96,7071.91,108871,144994.9,151532,4.5,145376.1,151350,0,4.11,1
ft70_p5_f70_lM,149692,1.62,7026.57,120659,144992.0,152051,4.9,145340.5,151689,0,4.37,0
ft70_p5_f90_lH,176071,0.54,6935.99,86367,173650.9,176843,1.8,173980.3,176518,0,1.46,0
ft70_p5_f90_lL,176552,0.62,893.72,22621,173665.1,176843,1.8,173987.6,176843,0,1.64,0
ft70_p5_f90_lM,176071,1.05,7051.72,97378,173653.4,176843,1.8,174047.5,176387,0,1.34,0
