ulysses22_p3_f70_lL 	  665	 7068	    3	   21	   44	  19213.0	  19213.0	CTSP_2         	H CTSP2        	    0.2560	 19213.000	  6426.000	    1	
ulysses22_p3_f70_lM 	  997	 7068	    3	   21	   44	  19213.0	  19213.0	CTSP_2         	H CTSP2        	    0.2550	 19213.000	  6426.000	    1	
ulysses22_p3_f90_lH 	 1393	 7662	    3	   21	   57	  20718.0	  20718.0	CTSP_2         	H CTSP2        	    0.4610	 20718.000	  6966.000	    1	
ulysses22_p3_f90_lL 	  696	 7662	    3	   21	   57	  20718.0	  20718.0	CTSP_2         	H CTSP2        	    0.4720	 20718.000	  6966.000	    1	
ulysses22_p3_f90_lM 	 1044	 7662	    3	   21	   57	  20718.0	  20718.0	CTSP_2         	H CTSP2        	    0.4680	 20718.000	  6966.000	    1	
ulysses22_p5_f50_lH 	 1239	 6818	    5	   21	   56	  30433.0	  30433.0	CTSP_2         	H CTSP2        	    0.4650	 30433.000	  6199.000	    1	
ulysses22_p5_f50_lL 	  619	 6818	    5	   21	   56	  30433.0	  30433.0	CTSP_2         	H CTSP2        	    0.4350	 30433.000	  6199.000	    1	
ulysses22_p5_f50_lM 	  929	 6818	    5	   21	   56	  30433.0	  30433.0	CTSP_2         	H CTSP2        	    0.5200	 30433.000	  6199.000	    1	
ulysses22_p5_f70_lH 	 1330	 7317	    5	   21	   75	  32405.0	  32405.0	CTSP_2         	H CTSP2        	    0.7500	 32405.000	  6652.000	    1	
ulysses22_p5_f70_lL 	  665	 7317	    5	   21	   75	  32405.0	  32405.0	CTSP_2         	H CTSP2        	    0.8320	 32405.000	  6652.000	    1	
ulysses22_p5_f70_lM 	  997	 7317	    5	   21	   75	  32405.0	  32405.0	CTSP_2         	H CTSP2        	    0.7650	 32405.000	  6652.000	    1	
ulysses22_p5_f90_lH 	 1393	 7662	    5	   21	   96	  33904.0	  33904.0	CTSP_2         	H CTSP2        	    1.9130	 33904.000	  6966.000	    1	
ulysses22_p5_f90_lL 	  696	 7662	    5	   21	   96	  33930.0	  33904.0	CTSP_2         	H CTSP2        	    1.9480	 33904.000	  6966.000	    1	
ulysses22_p5_f90_lM 	 1044	 7662	    5	   21	   96	  33904.0	  33904.0	CTSP_2         	H CTSP2        	    1.8510	 33904.000	  6966.000	    1	
gr24_p3_f50_lH      	  215	 1182	    3	   23	   38	   3086.0	   3066.0	CTSP_2         	H CTSP2        	    0.8120	  3066.000	  1081.000	    1	
gr24_p3_f50_lL      	  107	 1182	    3	   23	   38	   3097.0	   3086.0	CTSP_2         	H CTSP2        	    0.8100	  3086.000	  1084.000	    1	
gr24_p3_f50_lM      	  161	 1182	    3	   23	   38	   3086.0	   3066.0	CTSP_2         	H CTSP2        	    0.8010	  3066.000	  1135.000	    1	
gr24_p3_f70_lH      	  219	 1207	    3	   23	   52	   3211.0	   3207.0	CTSP_2         	H CTSP2        	    0.5340	  3220.000	  1106.000	    1	
gr24_p3_f70_lL      	  109	 1207	    3	   23	   52	   3284.0	   3216.0	CTSP_2         	H CTSP2        	    0.4530	  3220.000	  1174.000	    1	
gr24_p3_f70_lM      	  164	 1207	    3	   23	   52	   3216.0	   3211.0	CTSP_2         	H CTSP2        	    0.5370	  3220.000	  1110.000	    1	
gr24_p3_f90_lH      	  247	 1358	    3	   23	   61	   3572.0	   3568.0	CTSP_2         	H CTSP2        	    0.5300	  3572.000	  1239.000	    1	
gr24_p3_f90_lL      	  123	 1358	    3	   23	   61	   3602.0	   3585.0	CTSP_2         	H CTSP2        	    0.4800	  3585.000	  1311.000	    1	
gr24_p3_f90_lM      	  185	 1358	    3	   23	   61	   3589.0	   3572.0	CTSP_2         	H CTSP2        	    0.5160	  3572.000	  1249.000	    1	
gr24_p5_f50_lH      	  215	 1182	    5	   23	   64	   5026.0	   5006.0	CTSP_2         	H CTSP2        	    1.2640	  5006.000	  1077.000	    1	
gr24_p5_f50_lL      	  107	 1182	    5	   23	   64	   5064.0	   5026.0	CTSP_2         	H CTSP2        	    1.7800	  5026.000	  1084.000	    1	
gr24_p5_f50_lM      	  161	 1182	    5	   23	   64	   5026.0	   5006.0	CTSP_2         	H CTSP2        	    1.2500	  5006.000	  1131.000	    1	
gr24_p5_f70_lH      	  219	 1208	    5	   23	   85	   5409.0	   5400.0	CTSP_2         	H CTSP2        	    1.3570	  5409.000	  1106.000	    1	
gr24_p5_f70_lL      	  109	 1208	    5	   23	   85	   5508.0	   5477.0	CTSP_2         	H CTSP2        	    1.4380	  5477.000	  1146.000	    1	
gr24_p5_f70_lM      	  164	 1208	    5	   23	   85	   5477.0	   5409.0	CTSP_2         	H CTSP2        	    1.2770	  5409.000	  1156.000	    1	
gr24_p5_f90_lH      	  247	 1358	    5	   23	  101	   5873.0	   5873.0	CTSP_2         	H CTSP2        	    1.5190	  5903.000	  1239.000	    1	
gr24_p5_f90_lL      	  123	 1358	    5	   23	  101	   5973.0	   5964.0	CTSP_2         	H CTSP2        	    4.8830	  5964.000	  1300.000	    1	
gr24_p5_f90_lM      	  185	 1358	    5	   23	  101	   5943.0	   5903.0	CTSP_2         	H CTSP2        	    1.4430	  5903.000	  1296.000	    1	
fri26_p3_f50_lH     	  163	  900	    3	   25	   40	   2167.0	   2166.0	CTSP_2         	H CTSP2        	    0.4770	  2167.000	   820.000	    1	
fri26_p3_f50_lL     	   81	  900	    3	   25	   40	   2167.0	   2167.0	CTSP_2         	H CTSP2        	    0.5400	  2167.000	   820.000	    1	
fri26_p3_f50_lM     	  122	  900	    3	   25	   40	   2167.0	   2167.0	CTSP_2         	H CTSP2        	    0.5200	  2167.000	   820.000	    1	
fri26_p3_f70_lH     	  166	  914	    3	   25	   49	   2296.0	   2259.0	CTSP_2         	H CTSP2        	    0.6280	  2291.000	   860.000	    1	
fri26_p3_f70_lL     	   83	  914	    3	   25	   49	   2297.0	   2291.0	CTSP_2         	H CTSP2        	    0.6360	  2291.000	   893.000	    1	
fri26_p3_f70_lM     	  124	  914	    3	   25	   49	   2297.0	   2290.0	CTSP_2         	H CTSP2        	    0.6320	  2291.000	   860.000	    1	
fri26_p3_f90_lH     	  184	 1015	    3	   25	   66	   2620.0	   2620.0	CTSP_2         	H CTSP2        	    0.6980	  2620.000	   923.000	    1	
fri26_p3_f90_lL     	   92	 1015	    3	   25	   66	   2620.0	   2620.0	CTSP_2         	H CTSP2        	    0.7740	  2620.000	   923.000	    1	
fri26_p3_f90_lM     	  138	 1015	    3	   25	   66	   2620.0	   2620.0	CTSP_2         	H CTSP2        	    0.7000	  2620.000	   923.000	    1	
fri26_p5_f50_lH     	  163	  900	    5	   25	   66	   3483.0	   3441.0	CTSP_2         	H CTSP2        	    1.6300	  3441.000	   824.000	    1	
fri26_p5_f50_lL     	   81	  900	    5	   25	   66	   3494.0	   3441.0	CTSP_2         	H CTSP2        	    2.2120	  3441.000	   824.000	    1	
fri26_p5_f50_lM     	  122	  900	    5	   25	   66	   3494.0	   3441.0	CTSP_2         	H CTSP2        	    1.9090	  3441.000	   824.000	    1	
fri26_p5_f70_lH     	  166	  914	    5	   25	   83	   3808.0	   3754.0	CTSP_2         	H CTSP2        	    1.3800	  3808.000	   836.000	    1	
fri26_p5_f70_lL     	   83	  914	    5	   25	   83	   3810.0	   3808.0	CTSP_2         	H CTSP2        	    1.3500	  3808.000	   851.000	    1	
fri26_p5_f70_lM     	  124	  914	    5	   25	   83	   3808.0	   3799.0	CTSP_2         	H CTSP2        	    1.3270	  3808.000	   836.000	    1	
fri26_p5_f90_lH     	  184	 1015	    5	   25	  111	   4374.0	   4374.0	CTSP_2         	H CTSP2        	    2.4520	  4374.000	   923.000	    1	
fri26_p5_f90_lL     	   92	 1015	    5	   25	  111	   4374.0	   4374.0	CTSP_2         	H CTSP2        	    2.9430	  4374.000	   923.000	    1	
fri26_p5_f90_lM     	  138	 1015	    5	   25	  111	   4374.0	   4374.0	CTSP_2         	H CTSP2        	    2.5750	  4374.000	   923.000	    1	
bayg29_p3_f50_lH    	  227	 1225	    3	   28	   46	   3313.0	   3313.0	CTSP_2         	H CTSP2        	    0.3830	  3313.000	  1114.000	    1	
bayg29_p3_f50_lL    	  113	 1225	    3	   28	   46	   3327.0	   3313.0	CTSP_2         	H CTSP2        	    0.3940	  3313.000	  1174.000	    1	
bayg29_p3_f50_lM    	  170	 1225	    3	   28	   46	   3327.0	   3313.0	CTSP_2         	H CTSP2        	    0.3870	  3313.000	  1117.000	    1	
bayg29_p3_f70_lH    	  273	 1445	    3	   28	   59	   3753.0	   3753.0	CTSP_2         	H CTSP2        	    0.9100	  3759.000	  1347.000	    1	
bayg29_p3_f70_lL    	  136	 1445	    3	   28	   59	   3849.0	   3769.0	CTSP_2         	H CTSP2        	    0.8450	  3769.000	  1357.000	    1	
bayg29_p3_f70_lM    	  205	 1445	    3	   28	   59	   3784.0	   3753.0	CTSP_2         	H CTSP2        	    0.8340	  3759.000	  1405.000	    1	
bayg29_p3_f90_lH    	  313	 1722	    3	   28	   77	   4500.0	   4500.0	CTSP_2         	H CTSP2        	    2.1600	  4500.000	  1568.000	    1	
bayg29_p3_f90_lL    	  156	 1722	    3	   28	   77	   4507.0	   4500.0	CTSP_2         	H CTSP2        	    2.3290	  4500.000	  1568.000	    1	
bayg29_p3_f90_lM    	  234	 1722	    3	   28	   77	   4500.0	   4500.0	CTSP_2         	H CTSP2        	    2.2440	  4500.000	  1568.000	    1	
